Year,Indicator Name,Value
2000,Food exports (% of merchandise exports),5.537580316
2000,Food imports (% of merchandise imports),4.337383409
2000,Fuel exports (% of merchandise exports),9.618378865
2000,Fuel imports (% of merchandise imports),4.847240586
2000,ICT goods exports (% of total goods exports),52.68
2000,ICT goods imports (% total goods imports),41.16
2000,Imports of goods and services (% of GDP),100.5970803
2000,Imports of goods and services (annual % growth),24.37453822
2000,Insurance and financial services (% of commercial service exports),2.270767625
2000,Insurance and financial services (% of commercial service imports),2.794420669
2000,Manufactures exports (% of merchandise exports),80.3553213
2000,Manufactures imports (% of merchandise imports),83.81732844
2000,Ores and metals exports (% of merchandise exports),1.03989618
2000,Ores and metals imports (% of merchandise imports),3.000158805
2001,Agricultural raw materials exports (% of merchandise exports),2.115012168
2001,Agricultural raw materials imports (% of merchandise imports),1.306538937
2001,Exports of goods and services (% of GDP),110.4024914
2001,Exports of goods and services (annual % growth),-6.830162778
2001,Food exports (% of merchandise exports),6.055160427
2001,Food imports (% of merchandise imports),5.252278718
2001,Fuel exports (% of merchandise exports),9.719842426
2001,Fuel imports (% of merchandise imports),5.237339939
2001,ICT goods exports (% of total goods exports),51.49
2001,ICT goods imports (% total goods imports),39.02
2001,Imports of goods and services (% of GDP),92.96214465
2001,Imports of goods and services (annual % growth),-8.23503816
2001,Insurance and financial services (% of commercial service exports),2.593901417
2001,Insurance and financial services (% of commercial service imports),3.244387162
2001,Manufactures exports (% of merchandise exports),80.02690163
2001,Manufactures imports (% of merchandise imports),82.17699642
2001,Ores and metals exports (% of merchandise exports),1.023589565
2001,Ores and metals imports (% of merchandise imports),2.971055794
2002,Agricultural raw materials exports (% of merchandise exports),2.249318123
2002,Agricultural raw materials imports (% of merchandise imports),1.116593305
2002,Exports of goods and services (% of GDP),108.3053028
2002,Exports of goods and services (annual % growth),5.427334727
2002,Food exports (% of merchandise exports),7.535529049
2002,Food imports (% of merchandise imports),5.733638204
2002,Fuel exports (% of merchandise exports),8.390657286
2002,Fuel imports (% of merchandise imports),5.616284949
2002,ICT goods exports (% of total goods exports),50.74
2002,ICT goods imports (% total goods imports),37.93
2002,Imports of goods and services (% of GDP),91.0509299
2002,Imports of goods and services (annual % growth),6.18594299
2002,Insurance and financial services (% of commercial service exports),1.39641699
2002,Insurance and financial services (% of commercial service imports),3.297518439
2002,Manufactures exports (% of merchandise exports),78.26637668
2002,Manufactures imports (% of merchandise imports),79.90264976
2002,Ores and metals exports (% of merchandise exports),0.934102943
2002,Ores and metals imports (% of merchandise imports),2.670690877
2003,Agricultural raw materials exports (% of merchandise exports),2.392628298
2003,Agricultural raw materials imports (% of merchandise imports),1.127039602
2003,Exports of goods and services (% of GDP),106.9434461
2003,Exports of goods and services (annual % growth),5.133872161
2003,Food exports (% of merchandise exports),8.586155172
2003,Food imports (% of merchandise imports),5.045851002
2003,Fuel exports (% of merchandise exports),10.0750779
2003,Fuel imports (% of merchandise imports),5.514052219
2003,ICT goods exports (% of total goods exports),48.54
2003,ICT goods imports (% total goods imports),42.83
2003,Imports of goods and services (% of GDP),87.25168291
2003,Imports of goods and services (annual % growth),4.533770717
2003,Insurance and financial services (% of commercial service exports),2.45575725
2003,Insurance and financial services (% of commercial service imports),3.448396344
2003,Manufactures exports (% of merchandise exports),76.69845596
2003,Manufactures imports (% of merchandise imports),82.31158552
2003,Ores and metals exports (% of merchandise exports),0.871143249
2003,Ores and metals imports (% of merchandise imports),2.831803945
2004,Agricultural raw materials exports (% of merchandise exports),2.451057404
2004,Agricultural raw materials imports (% of merchandise imports),1.192901298
2004,Exports of goods and services (% of GDP),115.3733377
2004,Exports of goods and services (annual % growth),16.05826339
2004,Food exports (% of merchandise exports),7.948275838
2004,Food imports (% of merchandise imports),5.509104762
2004,Fuel exports (% of merchandise exports),11.59899031
2004,Fuel imports (% of merchandise imports),6.333685196
2004,ICT goods exports (% of total goods exports),45.16
2004,ICT goods imports (% total goods imports),39.23
2004,Imports of goods and services (% of GDP),95.00092818
2004,Imports of goods and services (annual % growth),19.63635865
2004,Insurance and financial services (% of commercial service exports),2.194278513
2004,Insurance and financial services (% of commercial service imports),3.243663532
2004,Manufactures exports (% of merchandise exports),75.51858072
2004,Manufactures imports (% of merchandise imports),80.35354635
2004,Ores and metals exports (% of merchandise exports),1.109602595
2004,Ores and metals imports (% of merchandise imports),3.643955626
2005,Agricultural raw materials exports (% of merchandise exports),2.479114091
2005,Agricultural raw materials imports (% of merchandise imports),1.196942263
2005,Exports of goods and services (% of GDP),112.8989768
2005,Exports of goods and services (annual % growth),8.301906704
2005,Food exports (% of merchandise exports),6.94073374
2005,Food imports (% of merchandise imports),5.169039557
2005,Fuel exports (% of merchandise exports),13.40600442
2005,Fuel imports (% of merchandise imports),8.144055875
2005,ICT goods exports (% of total goods exports),43.39
2005,ICT goods imports (% total goods imports),38.04
2005,Imports of goods and services (% of GDP),90.95566782
2005,Imports of goods and services (annual % growth),8.910841266
2005,Insurance and financial services (% of commercial service exports),1.721482747
2005,Insurance and financial services (% of commercial service imports),2.930272531
2005,Manufactures exports (% of merchandise exports),74.54507655
2005,Manufactures imports (% of merchandise imports),78.89133891
2005,Ores and metals exports (% of merchandise exports),1.123414662
2005,Ores and metals imports (% of merchandise imports),3.66063948
2006,Agricultural raw materials exports (% of merchandise exports),2.737210783
2006,Agricultural raw materials imports (% of merchandise imports),1.268897316
2006,Exports of goods and services (% of GDP),112.1854808
2006,Exports of goods and services (annual % growth),6.682157559
2006,Food exports (% of merchandise exports),6.955288196
2006,Food imports (% of merchandise imports),5.216993385
2006,Fuel exports (% of merchandise exports),13.73161075
2006,Fuel imports (% of merchandise imports),8.956832144
2006,ICT goods exports (% of total goods exports),42.7
2006,ICT goods imports (% total goods imports),36.07
2006,Imports of goods and services (% of GDP),90.391666
2006,Imports of goods and services (annual % growth),8.170059537
2006,Insurance and financial services (% of commercial service exports),1.717897662
2006,Insurance and financial services (% of commercial service imports),3.159185852
2006,Manufactures exports (% of merchandise exports),73.38886263
2006,Manufactures imports (% of merchandise imports),77.04993315
2006,Ores and metals exports (% of merchandise exports),1.334136139
2006,Ores and metals imports (% of merchandise imports),4.494954385
2007,Agricultural raw materials exports (% of merchandise exports),2.459726609
2007,Agricultural raw materials imports (% of merchandise imports),1.441738379
2007,Exports of goods and services (% of GDP),106.1682749
2007,Exports of goods and services (annual % growth),4.428579631
2007,Food exports (% of merchandise exports),9.218115179
2007,Food imports (% of merchandise imports),5.887613212
2007,Fuel exports (% of merchandise exports),14.39473282
2007,Fuel imports (% of merchandise imports),8.892390545
2007,ICT goods exports (% of total goods exports),39.35
2007,ICT goods imports (% total goods imports),33.5
2007,Imports of goods and services (% of GDP),86.29723149
2007,Imports of goods and services (annual % growth),6.025964369
2007,Insurance and financial services (% of commercial service exports),1.535696715
2007,Insurance and financial services (% of commercial service imports),3.117536231
2007,Manufactures exports (% of merchandise exports),70.89333647
2007,Manufactures imports (% of merchandise imports),75.12042753
2007,Ores and metals exports (% of merchandise exports),1.584828865
2007,Ores and metals imports (% of merchandise imports),5.367268963
2008,Agricultural raw materials exports (% of merchandise exports),2.35122398
2008,Agricultural raw materials imports (% of merchandise imports),1.532812877
2008,Exports of goods and services (% of GDP),99.49957724
2008,Exports of goods and services (annual % growth),1.573082929
2008,Food exports (% of merchandise exports),11.64665495
2008,Food imports (% of merchandise imports),7.043459889
2008,Fuel exports (% of merchandise exports),18.34972012
2008,Fuel imports (% of merchandise imports),10.94253009
2008,ICT goods exports (% of total goods exports),24.48
2008,ICT goods imports (% total goods imports),23.36
2008,Imports of goods and services (% of GDP),77.16874754
2008,Imports of goods and services (annual % growth),2.339213092
2008,Insurance and financial services (% of commercial service exports),1.489493517
2008,Insurance and financial services (% of commercial service imports),3.421569732
2008,Manufactures exports (% of merchandise exports),54.15176801
2008,Manufactures imports (% of merchandise imports),65.33537899
2008,Ores and metals exports (% of merchandise exports),1.787810002
2008,Ores and metals imports (% of merchandise imports),5.187861179
2009,Agricultural raw materials exports (% of merchandise exports),2.057625847
2009,Agricultural raw materials imports (% of merchandise imports),1.940708382
2009,Exports of goods and services (% of GDP),91.41679187
2009,Exports of goods and services (annual % growth),-10.87841744
2009,Food exports (% of merchandise exports),11.21331495
2009,Food imports (% of merchandise imports),8.027752744
2009,Fuel exports (% of merchandise exports),14.76368006
2009,Fuel imports (% of merchandise imports),8.211485386
2009,ICT goods exports (% of total goods exports),36.46
2009,ICT goods imports (% total goods imports),30.11
2009,Imports of goods and services (% of GDP),71.14217859
2009,Imports of goods and services (annual % growth),-12.73144562
2009,Insurance and financial services (% of commercial service exports),1.66004994
2009,Insurance and financial services (% of commercial service imports),3.820760607
2009,Manufactures exports (% of merchandise exports),69.60010515
2009,Manufactures imports (% of merchandise imports),75.21324652
2009,Ores and metals exports (% of merchandise exports),1.533004343
2009,Ores and metals imports (% of merchandise imports),4.418163353
2010,Agricultural raw materials exports (% of merchandise exports),2.645598361
2010,Agricultural raw materials imports (% of merchandise imports),1.986410526
2010,Exports of goods and services (% of GDP),86.93029507
2010,Exports of goods and services (annual % growth),10.41906977
2010,Food exports (% of merchandise exports),11.87650096
2010,Food imports (% of merchandise imports),7.773114488
2010,Fuel exports (% of merchandise exports),15.8464171
2010,Fuel imports (% of merchandise imports),9.969616555
2010,ICT goods exports (% of total goods exports),34.01
2010,ICT goods imports (% total goods imports),29.8
2010,Imports of goods and services (% of GDP),71.01446982
2010,Imports of goods and services (annual % growth),15.52270283
2010,Insurance and financial services (% of commercial service exports),1.522338442
2010,Insurance and financial services (% of commercial service imports),8.235741167
2010,Manufactures exports (% of merchandise exports),67.00102597
2010,Manufactures imports (% of merchandise imports),73.30039907
2010,Ores and metals exports (% of merchandise exports),1.950083851
2010,Ores and metals imports (% of merchandise imports),5.180632025
2011,Agricultural raw materials exports (% of merchandise exports),3.165911119
2011,Agricultural raw materials imports (% of merchandise imports),2.463678858
2011,Exports of goods and services (% of GDP),85.25544211
2011,Exports of goods and services (annual % growth),4.179392921
2011,Food exports (% of merchandise exports),13.97225762
2011,Food imports (% of merchandise imports),8.809259672
2011,Fuel exports (% of merchandise exports),17.7387093
2011,Fuel imports (% of merchandise imports),11.75893624
2011,ICT goods exports (% of total goods exports),29.44
2011,ICT goods imports (% total goods imports),25.62
2011,Imports of goods and services (% of GDP),69.6822425
2011,Imports of goods and services (annual % growth),6.310246054
2011,Insurance and financial services (% of commercial service exports),2.049204369
2011,Insurance and financial services (% of commercial service imports),7.942895488
2011,Manufactures exports (% of merchandise exports),62.0434187
2011,Manufactures imports (% of merchandise imports),69.27488719
2011,Ores and metals exports (% of merchandise exports),2.477400282
2011,Ores and metals imports (% of merchandise imports),5.660897585
2012,Agricultural raw materials exports (% of merchandise exports),2.400565276
2012,Agricultural raw materials imports (% of merchandise imports),2.503212183
2012,Exports of goods and services (% of GDP),79.29991393
2012,Exports of goods and services (annual % growth),-1.741856306
2012,Food exports (% of merchandise exports),12.50853643
2012,Food imports (% of merchandise imports),8.420509513
2012,Fuel exports (% of merchandise exports),20.40714624
2012,Fuel imports (% of merchandise imports),14.18851242
2012,ICT goods exports (% of total goods exports),27.9
2012,ICT goods imports (% total goods imports),23.12
2012,Imports of goods and services (% of GDP),68.54184084
2012,Imports of goods and services (annual % growth),2.912051496
2012,Insurance and financial services (% of commercial service exports),2.126578772
2012,Insurance and financial services (% of commercial service imports),7.88800535
2012,Manufactures exports (% of merchandise exports),61.54927037
2012,Manufactures imports (% of merchandise imports),67.8539867
2012,Ores and metals exports (% of merchandise exports),2.321398532
2012,Ores and metals imports (% of merchandise imports),5.021877948
2013,Agricultural raw materials exports (% of merchandise exports),2.16598303
2013,Agricultural raw materials imports (% of merchandise imports),2.116949037
2013,Exports of goods and services (% of GDP),75.62904103
2013,Exports of goods and services (annual % growth),0.259247755
2013,Food exports (% of merchandise exports),10.99291166
2013,Food imports (% of merchandise imports),7.59021804
2013,Fuel exports (% of merchandise exports),22.27238742
2013,Fuel imports (% of merchandise imports),16.20660932
2013,ICT goods exports (% of total goods exports),28.21
2013,ICT goods imports (% total goods imports),22.62
2013,Imports of goods and services (% of GDP),67.09195043
2013,Imports of goods and services (annual % growth),1.723894786
2013,Insurance and financial services (% of commercial service exports),1.824043579
2013,Insurance and financial services (% of commercial service imports),7.158889676
2013,Manufactures exports (% of merchandise exports),60.63150034
2013,Manufactures imports (% of merchandise imports),65.88586608
2013,Ores and metals exports (% of merchandise exports),3.292700102
2013,Ores and metals imports (% of merchandise imports),5.990226281
2014,Agricultural raw materials exports (% of merchandise exports),1.760606188
2014,Agricultural raw materials imports (% of merchandise imports),1.736688658
2014,Exports of goods and services (% of GDP),73.79349863
2014,Exports of goods and services (annual % growth),5.040280764
2014,Food exports (% of merchandise exports),11.10808555
2014,Food imports (% of merchandise imports),7.922959787
2014,Fuel exports (% of merchandise exports),22.08948731
2014,Fuel imports (% of merchandise imports),16.8359094
2014,ICT goods exports (% of total goods exports),28.73
2014,ICT goods imports (% total goods imports),23.08
2014,Imports of goods and services (% of GDP),64.51873255
2014,Imports of goods and services (annual % growth),3.989014315
2014,Insurance and financial services (% of commercial service exports),1.924816236
2014,Insurance and financial services (% of commercial service imports),7.041684246
2014,Manufactures exports (% of merchandise exports),61.57014639
2014,Manufactures imports (% of merchandise imports),65.8088251
2014,Ores and metals exports (% of merchandise exports),2.877698154
2014,Ores and metals imports (% of merchandise imports),5.652234513
2015,Agricultural raw materials exports (% of merchandise exports),1.845001685
2015,Agricultural raw materials imports (% of merchandise imports),1.733730618
2015,Exports of goods and services (% of GDP),69.4486909
2015,Exports of goods and services (annual % growth),0.252695295
2015,Food exports (% of merchandise exports),10.83439658
2015,Food imports (% of merchandise imports),8.749142784
2015,Fuel exports (% of merchandise exports),16.46374629
2015,Fuel imports (% of merchandise imports),12.34878719
2015,ICT goods exports (% of total goods exports),30.05
2015,ICT goods imports (% total goods imports),24.01
2015,Imports of goods and services (% of GDP),61.92138155
2015,Imports of goods and services (annual % growth),0.803167934
2015,Insurance and financial services (% of commercial service exports),2.03085719
2015,Insurance and financial services (% of commercial service imports),7.003702403
2015,Manufactures exports (% of merchandise exports),66.4149362
2015,Manufactures imports (% of merchandise imports),69.36811749
2015,Ores and metals exports (% of merchandise exports),3.925235484
2015,Ores and metals imports (% of merchandise imports),5.711637512
2016,Agricultural raw materials exports (% of merchandise exports),1.936988491
2016,Agricultural raw materials imports (% of merchandise imports),1.717206663
2016,Exports of goods and services (% of GDP),66.77544545
2016,Exports of goods and services (annual % growth),1.319478907
2016,Food exports (% of merchandise exports),11.54855551
2016,Food imports (% of merchandise imports),8.690980198
2016,Fuel exports (% of merchandise exports),14.00259524
2016,Fuel imports (% of merchandise imports),10.31072919
2016,ICT goods exports (% of total goods exports),30.53
2016,ICT goods imports (% total goods imports),24.7
2016,Imports of goods and services (% of GDP),60.12356457
2016,Imports of goods and services (annual % growth),1.434147644
2016,Insurance and financial services (% of commercial service exports),2.287977549
2016,Insurance and financial services (% of commercial service imports),6.92425796
2016,Manufactures exports (% of merchandise exports),68.0179739
2016,Manufactures imports (% of merchandise imports),72.53240083
2016,Ores and metals exports (% of merchandise exports),3.854242852
2016,Ores and metals imports (% of merchandise imports),4.95715319
2017,Agricultural raw materials exports (% of merchandise exports),2.126963688
2017,Agricultural raw materials imports (% of merchandise imports),1.995134624
2017,Exports of goods and services (% of GDP),70.01174251
2017,Exports of goods and services (annual % growth),8.682999815
2017,Food exports (% of merchandise exports),11.02809025
2017,Food imports (% of merchandise imports),7.9940878
2017,Fuel exports (% of merchandise exports),15.4036826
2017,Fuel imports (% of merchandise imports),12.77212507
2017,ICT goods exports (% of total goods exports),31.02
2017,ICT goods imports (% total goods imports),25.22
2017,Imports of goods and services (% of GDP),63.14343086
2017,Imports of goods and services (annual % growth),10.19179986
2017,Insurance and financial services (% of commercial service exports),2.234137945
2017,Insurance and financial services (% of commercial service imports),6.746969538
2017,Manufactures exports (% of merchandise exports),66.59507625
2017,Manufactures imports (% of merchandise imports),70.09296998
2017,Ores and metals exports (% of merchandise exports),3.947781085
2017,Ores and metals imports (% of merchandise imports),5.097681157
2018,Agricultural raw materials exports (% of merchandise exports),1.682455373
2018,Agricultural raw materials imports (% of merchandise imports),1.761731857
2018,Exports of goods and services (% of GDP),68.55497142
2018,Exports of goods and services (annual % growth),1.93299044
2018,Food exports (% of merchandise exports),9.090188089
2018,Food imports (% of merchandise imports),7.448245336
2018,Fuel exports (% of merchandise exports),15.67076642
2018,Fuel imports (% of merchandise imports),14.38233426
2018,ICT goods exports (% of total goods exports),32.99
2018,ICT goods imports (% total goods imports),25.08
2018,Imports of goods and services (% of GDP),61.84765408
2018,Imports of goods and services (annual % growth),1.488265156
2018,Insurance and financial services (% of commercial service exports),2.28709355
2018,Insurance and financial services (% of commercial service imports),6.967524909
2018,Manufactures exports (% of merchandise exports),68.42407725
2018,Manufactures imports (% of merchandise imports),69.09166111
2018,Ores and metals exports (% of merchandise exports),4.266519046
2018,Ores and metals imports (% of merchandise imports),5.471255969
2019,Agricultural raw materials exports (% of merchandise exports),1.699092496
2019,Agricultural raw materials imports (% of merchandise imports),1.88452414
2019,Exports of goods and services (% of GDP),65.27776684
2019,Exports of goods and services (annual % growth),-1.044743375
2019,Food exports (% of merchandise exports),9.268297007
2019,Food imports (% of merchandise imports),7.744707841
2019,Fuel exports (% of merchandise exports),14.43927765
2019,Fuel imports (% of merchandise imports),14.54585791
2019,ICT goods exports (% of total goods exports),32.23
2019,ICT goods imports (% total goods imports),24.14
2019,Imports of goods and services (% of GDP),57.75079519
2019,Imports of goods and services (annual % growth),-2.388098186
2019,Insurance and financial services (% of commercial service exports),2.433113697
2019,Insurance and financial services (% of commercial service imports),6.943762189
2019,Manufactures exports (% of merchandise exports),70.12152127
2019,Manufactures imports (% of merchandise imports),67.8592783
2019,Ores and metals exports (% of merchandise exports),3.86055943
2019,Ores and metals imports (% of merchandise imports),6.232374502
2020,Agricultural raw materials exports (% of merchandise exports),1.564481941
2020,Agricultural raw materials imports (% of merchandise imports),2.085153996
2020,Exports of goods and services (% of GDP),61.57793591
2020,Exports of goods and services (annual % growth),-8.56065823
2020,Food exports (% of merchandise exports),10.07283729
2020,Food imports (% of merchandise imports),8.901122471
2020,Fuel exports (% of merchandise exports),11.38568064
2020,Fuel imports (% of merchandise imports),11.88822151
2020,ICT goods exports (% of total goods exports),34.69
2020,ICT goods imports (% total goods imports),26.83
2020,Imports of goods and services (% of GDP),55.21024653
2020,Imports of goods and services (annual % growth),-7.914272004
2020,Insurance and financial services (% of commercial service exports),4.750264576
2020,Insurance and financial services (% of commercial service imports),8.563850006
2020,Manufactures exports (% of merchandise exports),73.12604439
2020,Manufactures imports (% of merchandise imports),68.82639371
2020,Ores and metals exports (% of merchandise exports),3.502939746
2020,Ores and metals imports (% of merchandise imports),6.434475884
2021,Agricultural raw materials exports (% of merchandise exports),1.433594015
2021,Agricultural raw materials imports (% of merchandise imports),2.497382953
2021,Exports of goods and services (% of GDP),70.63305555
2021,Exports of goods and services (annual % growth),18.54320039
2021,Food exports (% of merchandise exports),10.79008481
2021,Food imports (% of merchandise imports),8.86726797
2021,Fuel exports (% of merchandise exports),12.44741033
2021,Fuel imports (% of merchandise imports),12.53449003
2021,ICT goods exports (% of total goods exports),32.19
2021,ICT goods imports (% total goods imports),27.04
2021,Imports of goods and services (% of GDP),63.40293914
2021,Imports of goods and services (annual % growth),21.18582813
2021,Insurance and financial services (% of commercial service exports),5.062463965
2021,Insurance and financial services (% of commercial service imports),8.468772473
2021,Manufactures exports (% of merchandise exports),70.28327077
2021,Manufactures imports (% of merchandise imports),67.49587189
2021,Ores and metals exports (% of merchandise exports),4.718026008
2021,Ores and metals imports (% of merchandise imports),6.187292908
2022,Agricultural raw materials exports (% of merchandise exports),1.193417928
2022,Agricultural raw materials imports (% of merchandise imports),1.554043025
2022,Exports of goods and services (% of GDP),76.85018864
2022,Exports of goods and services (annual % growth),14.50865079
2022,Food exports (% of merchandise exports),10.58831499
2022,Food imports (% of merchandise imports),8.230882441
2022,Fuel exports (% of merchandise exports),17.08107931
2022,Fuel imports (% of merchandise imports),18.67945377
2022,Imports of goods and services (% of GDP),69.65522964
2022,Imports of goods and services (annual % growth),15.99221502
2022,Insurance and financial services (% of commercial service exports),3.709757478
2022,Insurance and financial services (% of commercial service imports),7.413200335
2022,Manufactures exports (% of merchandise exports),66.65968588
2022,Manufactures imports (% of merchandise imports),64.02263815
2022,Ores and metals exports (% of merchandise exports),3.945766918
2022,Ores and metals imports (% of merchandise imports),5.419093913
2023,Agricultural raw materials exports (% of merchandise exports),1.178172158
2023,Agricultural raw materials imports (% of merchandise imports),1.414875103
2023,Exports of goods and services (% of GDP),68.58190098
2023,Exports of goods and services (annual % growth),-8.074620706
2023,Food exports (% of merchandise exports),9.541790496
2023,Food imports (% of merchandise imports),8.34559944
2023,Fuel exports (% of merchandise exports),16.51216338
2023,Fuel imports (% of merchandise imports),19.09295374
2023,Imports of goods and services (% of GDP),63.4824063
2023,Imports of goods and services (annual % growth),-7.436321782
2023,Insurance and financial services (% of commercial service exports),2.623617653
2023,Insurance and financial services (% of commercial service imports),6.165966462
2023,Manufactures exports (% of merchandise exports),68.39391189
2023,Manufactures imports (% of merchandise imports),64.35898538
2023,Ores and metals exports (% of merchandise exports),3.790461848
2023,Ores and metals imports (% of merchandise imports),5.406005748
2024,Agricultural raw materials exports (% of merchandise exports),1.253654191
2024,Agricultural raw materials imports (% of merchandise imports),1.545181943
2024,Exports of goods and services (% of GDP),71.3546178
2024,Exports of goods and services (annual % growth),8.49522228
2024,Food exports (% of merchandise exports),10.21935408
2024,Food imports (% of merchandise imports),8.501516195
2024,Fuel exports (% of merchandise exports),14.40331582
2024,Fuel imports (% of merchandise imports),16.33595689
2024,Imports of goods and services (% of GDP),66.0117234
2024,Imports of goods and services (annual % growth),8.947367846
2024,Insurance and financial services (% of commercial service imports),5.906350508
2024,Manufactures exports (% of merchandise exports),69.78255567
2024,Manufactures imports (% of merchandise imports),66.89986511
2024,Ores and metals exports (% of merchandise exports),3.696829991
2024,Ores and metals imports (% of merchandise imports),5.02942721
